query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
What will the displacement be for the HMS Queen Elizabeth?,"70,600 tonnes",0.565279901,0.824390054,1,0.055555556,1,0.54727149,0.8053599,1,0.055555556,1
When is HMS Queen Elizabeth projected to commission?,in 2017,0.632098258,0.687598646,1,0.055555556,1,0.335166454,0.185635269,1,0.166666667,1
When is Prince of Wales projected to commission?,in about 2020,0.41028142,0.904318869,0,0,1,0.399666786,0.90004313,0,0,1
Who is building HMS Queen Elizabeth and Prince of Wales?,Royal Navy,0.603487134,0.795551658,1,0.055555556,0,0.615379393,0.802353799,1,0.055555556,0
What is an aerodome with facilities for flights to take off and land?,airport,0.617138624,0.876991451,0,0,0,0.609756351,0.858465314,0,0,0
What is an aerially accessible open space that includes at least one active surface such as a runway or a helipad?,landing area,0.72890389,0.86613214,1,1,0,0.72890389,0.86613214,1,1,0
What is an airport?,aerodrome with facilities for flights to take off and land,0.671501994,0.866052866,0,0,0,0.668863595,0.649134874,0,0,0
What do airports use to assure smooth traffic flow between departing and arriving aircraft?,traffic pattern,0.690891981,0.863837719,0,0,0,0.690891981,0.863837719,0,0,0
What is an important concern in the operation of an airport?,Air safety,0.606970549,0.842072368,0,0,0,0.640648961,0.716507077,0,0,0
How many commercial airports did the British Airports Authority originally operate?,eight,0.619618177,0.866062582,0,0,1,0.311348259,0.0559626,0,0,1
What group took over the British Airports Authority in 2006?,Spanish Ferrovial consortium,0.486692965,0.7427091,0.5,0.043478261,0,0.710599422,0.660633206,0.5,0.166666667,0
What group manages the Frankfurt Airport?,Fraport,0.600785732,0.791819096,1,0.043478261,0,0.619743705,0.316646874,0,0,0
"Who operates, through joint ventures, Indira Gandhi International Airport?",GMR Group,0.712979555,0.809205472,1,0.043478261,0,0.402943105,0.106303059,0,0,1
Airports are divided into what two areas?,landside and airside,0.70180589,0.850630045,0,0,0,0.743230343,0.850630045,0,0,0
What do landside areas include?,"parking lots, public transportation train stations and access roads",0.475289345,0.750339329,0,0,0,0.816007853,0.755551815,0,0,0
What do airside areas include?,"all areas accessible to aircraft, including runways, taxiways and aprons",0.794849157,0.781829,0,0,0,0.833604574,0.788998425,0,0,0
Where can passengers purchase tickets?,terminals,0.520910382,0.714796364,0,0,0,0.316518605,0.65568614,0,0,0
What is the waiting area which provide passengers access to aircraft?,concourses,0.760620356,0.79946208,0,0,0,0.760620356,0.79946208,0,0,0
Most major airports provide commercial outlets for what?,products and services,0.626796305,0.829482317,0,0,0,0.559841752,0.698485494,0,0,0
Where are most of these companies located in an airport?,within the departure areas,0.584537625,0.89470154,0,0,0,0.584537625,0.89470154,0,0,0
Some of these companies include what type of businesses?,clothing boutiques and restaurants,0.614864111,0.559051394,0,0,0,0.43589592,0.678052425,0,0,0
Are prices at these outlets generally higher or lower than street prices?,higher,0.43704927,0.916675925,0,0,0,0.443972707,0.946199119,0,0,0
What are some services that are offered by VIP services?,express check-in and dedicated check-in counters,0.638724327,0.656539679,0,0,0,0.691565216,0.644953966,0,0,0
These services are usually reserved for what class of passengers?,First and Business class,0.403847843,0.707112551,0,0,1,0.652772367,0.789709091,0,0,1
What type of services are sometimes open to passengers who are members of a different airline's frequent flyer program?,Premium services,0.688544631,0.649272203,0,0,0,0.530685663,0.804790616,0,0,0
"For seamless connection of multimodal transport, where are many large airports located?",near railway trunk routes,0.679449379,0.837040901,0,0,0,0.679449379,0.837040901,0,0,0
What does MBTA stand for?,Massachusetts Bay Transportation Authority,0.43334353,0.779222012,1,0.055555556,0,0.43334353,0.779222012,1,0.055555556,0
It is also common to connect an airport and a city with what?,"rapid transit, light rail lines or other non-road public transport systems",0.656280041,0.788588047,0,0,0,0.438762337,0.469457716,0,0,0
It is common for airports to provide moving walkways and what?,buses,0.631314635,0.920346618,0,0,0,0.631314635,0.920346618,0,0,0
What airport has a tram that takes people through the concourses and baggage claim?,Hartsfield–Jackson Atlanta International Airport,0.702140093,0.809399128,0,0,1,0.702140093,0.809399128,0,0,1
Name one airport that offers inter-terminal transportation.,Mexico City International Airport,0.604268253,0.464700937,0,0,1,0.645967066,0.609144211,1,0.125,1
What is generally agreed to be the world's oldest continually operating airfield?,College Park Airport,0.757795095,0.650744438,0,0,1,-0.029511174,-0.031413134,0,0,1
In what year was the College Park Airport established?,1909,0.602414846,0.768803,0,0,1,0.225688234,0.190899193,0,0,1
Who established the College Park Airport?,Wilbur Wright,0.593141615,0.750823379,0,0,1,0.796901822,0.719883204,0,0,1
How many passengers does the Minneapolis-Saint Paul International Airport serve each year?,"(35, 0, 0)",0.707423568,0.899049044,0,0,0,0.707423568,0.899049044,0,0,0
In what year did Rome Ciampino Airport open?,1916,0.604483724,0.907914519,0,0,1,0.312348992,0.192159861,0,0,1
"Following the war, why did some military airfields add civil facilities?",for handling passenger traffic,0.686887026,0.827450216,0,0,0,0.424558967,0.783835173,0,0,0
Which airport near Paris was one of the first to add civil facilities for handling passenger traffic?,Le Bourget Airport,0.657141566,0.667626023,1,0.176470588,0,0.574316025,0.49483943,1,0.176470588,0
What was the first airport to operate scheduled international commercial services?,Hounslow Heath Aerodrome,0.710561395,0.722358227,1,0.033333333,0,0.588460207,0.722358227,0,0,0
When did the Hounslow Heath Aerodrome begin to operate scheduled international commercial services?,Aug-19,0.561862886,0.882570684,0,0,1,0.417354107,0.87698549,0,0,0
What did airports use to permit night flying as well as landing heavier aircraft?,"a paved ""apron""",0.720445931,0.631114244,0,0,0,0.723081589,0.631723702,0,0,0
When was the first lighting used on an airport?,latter part of the 1920s,0.669887185,0.820578635,1,0.111111111,1,0.285550803,0.24242565,1,0.166666667,1
When did approach lighting come into use?,1930s,0.624404669,0.840668023,0,0,1,0.683822274,0.840668023,0,0,0
What indicated the proper direction and angle of descent?,approach lighting,0.730267882,0.505738795,0,0,0,0.727677941,0.483802289,0,0,0
When was the slope-line approach system introduced?,1940s,0.480117381,0.943326354,0,0,0,0.177316397,0.125771433,0,0,0
"What consisted of two rows of lights that formed a funnel, indicating an aircraft's position on the glidescope?",slope-line approach system,0.631536067,0.924435377,1,0.142857143,0,0.631536067,0.924435377,1,0.142857143,0
Why did airport construction boom during the 1960s?,increase in jet aircraft traffic,0.618812501,0.725720048,1,0.076923077,0,0.866724968,0.862089217,1,0.2,0
How far were runways extended out?,"9,800 ft",0.482304811,0.802191794,0,0,0,0.354120404,0.378898829,0,0,0
What was constructed out of reinforced concrete?,The fields,0.505064011,0.61943984,0,0,0,0.505064011,0.61943984,0,0,0
When were jet bridge systems introduced to modern airport terminals?,early 1960s,0.778359652,0.913794875,0,0,0,0.252329588,0.212915778,0,0,0
What does ATC stand for?,air traffic control,0.585196018,0.866395235,1,0.333333333,0,0.585196018,0.866395235,1,0.333333333,0
ATC responsibilities are usually divided into how many main areas?,two,0.574888468,0.854230046,1,0.111111111,0,0.574888468,0.854230046,1,0.111111111,0
What is responsible for directing all ground traffic in designated areas?,Ground Control,0.559260607,0.542187333,0,0,1,0.559260607,0.542187333,0,0,1
Who instructs vehicles on which taxiways to use?,Ground Control,0.539503217,0.754904032,0,0,1,0.409272134,0.241161272,0,0,1
"When a plane is ready to take off, who takes over the direction of a plane?",Tower Control,0.488298774,0.750782013,0,0,0,0.488298774,0.750782013,0,0,0
When is control turned back over to ground control?,After a plane has landed,0.706460834,0.535147429,0,0,0,0.603290081,0.592318237,0,0,0
Who controls aircraft on the runway?,Tower Control,0.694102168,0.757452607,0,0,0,0.455148011,0.465896547,0,0,0
Who controls aircraft in the controlled airspace immediately surrounding the airport?,Tower Control,0.755290031,0.814876676,0,0,0,0.755290031,0.814876676,0,0,0
Tower controllers use what to locate an aircraft's position in three-dimensional space?,radar,0.222191557,0.216348886,1,0.333333333,0,0.412189096,0.216348886,1,0.2,0
Why should aircraft that is only passing through an airspace contact Tower Control?,in order to be sure that they remain clear of other traffic,0.682781696,0.877690732,1,0.333333333,0,0.683369875,0.87644428,1,0.333333333,0
What is a traffic pattern often called outside of the U.S.?,traffic pattern,0.440951467,0.452693462,1,0.071428571,0,0.440951467,0.452693462,1,0.071428571,0
What assures smooth traffic flow between departing and arriving aircraft?,traffic pattern,0.699732661,0.450324833,0,0,0,0.699732661,0.450324833,0,0,0
"Due to this, the overall traffic planning tend to assure landing queues are avoided.",so-called SLOT-times,0.684937119,0.819947243,0,0,0,0.598808289,0.943495214,0,0,0
Traffic patterns are usually flown at what altitude above ground level?,"800 or 1,000 ft",0.625045419,0.802817702,0,0,0.5,0.9051826,0.809463143,0,0,0.5
What does AGL stand for?,above ground level,0.336887836,0.832228661,1,0.076923077,0,0.346120507,0.847118318,1,0.076923077,0
Are standard traffic patterns right-handed or left-handed?,left-handed,0.70319277,0.935974598,0,0,0,0.759211838,0.830531001,0,0,0
What is one of the main reasons pilots sit on the left side of the airplane?,Standard traffic patterns are left-handed,0.706143975,0.891267598,0,0,0,0.822190762,0.881380022,0,0,0
"At an extremely large airport, what is in place but not usually used?",a circuit,0.638611078,0.682841301,0,0,0,0.084257171,0.068431221,0,0,0
What is the frequency called that is used by departing aircraft for the purpose of requesting approach clearance?,Clearance Delivery,0.565841734,0.83247447,0,0,0,0.49486801,0.804087996,0,0,0
Which aircraft request approach clearance while they are still hours away from the airport?,commercial with long routes,0.556117773,0.925812304,1,0.333333333,0,0.835333884,0.807550669,1,0.25,0
What helps pilots fly the approach for landing?,visual approach slope indicator,0.359062165,0.657462955,0,0,0,0.566240847,0.242361769,0,0,0
What does VASI stand for?,visual approach slope indicator,0.425620317,0.77535665,1,0.111111111,0,0.430974901,0.799382269,1,0.111111111,0
What does VOR stand for?,VHF omnidirectional range,0.642331779,0.823504567,1,0.111111111,1,0.803107858,0.825910628,1,0.25,0
What helps pilots find the direction to the airport?,VHF omnidirectional range,0.608532906,0.79133302,0,0,0,0.608532906,0.79133302,0,0,0
"What instruments do pilots use to find the runway and fly the correct approach, even if they cannot see the ground?",instrument landing system,0.665640056,0.748850226,0,0,0,0.650422573,0.618617654,0,0,0
"On runways, what indicate the beginning of the runway for landing?",green lights,0.738891959,0.631350875,0,0,0,0.738891959,0.631350875,0,0,0
"On runways, what indicate the end of the runway?",red lights,0.699277878,0.618458211,0,0,0,0.699277878,0.618458211,0,0,0
What indicates the edge of a runway?,white lights,0.713445306,0.700339317,0,0,0,0.713445306,0.700339317,0,0,0
What may low-traffic airports use to save electricity and staffing costs?,pilot controlled lighting,0.558512688,0.725317836,0,0,0,0.641657829,0.635091603,0,0,0
What does ALS stand for?,approach lighting system,0.402467996,0.868906498,0,0,0,0.402467996,0.868906498,0,0,0
What includes debris and nesting birds?,Hazards to aircraft,0.500767231,0.66173327,0,0,0,0.521143675,0.714994967,0,0,0
What is one part of runway maintenance that helps maintain friction levels?,airfield rubber removal,0.587316871,0.648267627,0,0,0,0.388441801,0.294984072,0,0,0
"In adverse weather conditions, what can be used to improve traction on the landing strip?",ice and snow clearing equipment,0.623850346,0.747830987,0,0,0,0.617321014,0.777299166,0,0,0
What pulls the aircraft to one of the airbridges?,tow tractor,0.58540678,0.76836133,0,0,0,0.716877341,0.560265779,0,0,0
What keeps the electricity running in the plane when it stands at the terminal?,ground power unit,0.745218873,0.848067462,0,0,0,0.639615178,0.498727769,0,0,0
The passengers disembark using what?,airbridge,0.570435762,0.76999712,0,0,0,0.569435596,0.746672332,0,0,0
What can give the ground crew more clearance after the aircraft lands?,Mobile stairs,0.534546256,0.809254229,0,0,0,0.544471323,0.805343986,0,0,0
How long should it take for an aircraft to be off the airport and in the air?,90 minutes,0.220884293,0.341796726,0,0,1,0.463078022,0.341796726,0,0,1
An airfield is also referred to as what?,airbase,0.756021738,0.773549557,0,0,0,0.756021738,0.773549557,0,0,0
What provides basing and support of military aircraft?,airbase,0.662158906,0.814238191,0,0,0,0.674842834,0.804126143,0,0,0
Where is RAF Brize Norton located?,the UK,0.43342033,0.935101211,1,0.058823529,1,0.851887643,0.935101211,1,0.111111111,1
Where is Bardufoss Air Station located?,Norway,0.505970418,0.672508776,0,0,1,0.506704211,0.676086485,0,0,1
Where is Pune Airport located?,India,0.561139703,0.822148085,1,0.045454545,1,0.692210972,0.9493559,1,0.1,1
What is the title of the film where a man becomes permanently grounded in an airport terminal?,The Terminal,0.074995957,0.268456638,0,0,1,0.074995957,0.268456638,0,0,1
When was the movie Airport made?,1970,0.621104717,0.851605296,1,0.0625,1,0.621104717,0.851605296,1,0.0625,1
When was the movie Final Destination released?,2000,0.36732918,0.867870033,1,0.066666667,1,0.351534009,0.861259222,1,0.066666667,1
"Landside, where can filming take place?",all public areas,0.677305341,0.865308285,0,0,0,0.677305341,0.865308285,0,0,0
